,SHA_storage_af,SHA_outflow_cfs,SHA_inflow_cfs,ORO_storage_af,ORO_outflow_cfs,ORO_inflow_cfs,BUL_storage_af,BUL_outflow_cfs,BUL_inflow_cfs,FOL_storage_af,FOL_outflow_cfs,FOL_inflow_cfs,MHB_inflow_cfs,PAR_storage_af,PAR_outflow_cfs,PAR_inflow_cfs,CMN_storage_af,CMN_outflow_cfs,CMN_inflow_cfs,NHG_inflow_cfs,NHG_storage_af,NHG_outflow_cfs,NML_storage_af,NML_outflow_cfs,NML_inflow_cfs,DNP_storage_af,DNP_outflow_cfs,DNP_inflow_cfs,EXC_storage_af,EXC_outflow_cfs,EXC_inflow_cfs,MIL_storage_af,MIL_outflow_cfs,MIL_inflow_cfs,HRO_pumping_cfs,TRP_pumping_cfs,delta_outflow_cfs,CX2_CX2_km,SLF_storage_af,LUS_storage_af,total_inflow_cfs,total_reservoir_outflows_cfs,total_storage,delta_inflow_cfs,delta_gains_cfs,total_delta_pumping_cfs,HRO_pumping_pct,TRP_pumping_pct,total_delta_pumping_pct
210,4095642.0,6845.0,7757.5,3029407.0,3153.0,7169.5,835800.0,2496.5,5117.0,752336.0,3511.0,4817.0,651.5,470935.0,426.5,2467.0,283460.0,426.5,1323.0,114.5,186168.5,140.0,1778101.5,2513.5,1958.0,1633600.0,2720.0,6077.5,668379.0,1572.5,3294.0,343999.0,2865.5,3027.0,684.0,980.0,12750.0,71.47,863063.5,938736.5,45223.5,28241.5,15684232.5,15189.0,-6864.0,1838.0,0.04494217537695799,0.06213784690454407,0.16057673316215682
211,4103147.5,6854.5,7878.0,3032902.5,4792.5,6068.0,837589.0,2490.5,4718.0,756147.5,3631.5,4516.0,600.0,470825.0,442.0,2363.0,283465.0,442.0,1292.0,116.5,185869.0,136.5,1776990.5,2598.5,2019.0,1633050.0,2853.0,5874.0,668566.0,1602.0,3172.0,348181.0,2904.0,3110.5,958.0,980.0,12477.0,73.58500000000001,859098.5,930104.5,44031.0,28398.5,15681625.5,15008.0,-4753.0,2531.0,0.06073619631901841,0.05834047415024279,0.16864339019189764
212,4117911.5,7031.0,7958.5,3039207.0,4456.0,6266.5,837292.5,2372.5,4858.0,758932.0,3684.0,4697.0,558.0,470655.0,443.0,2233.0,283371.0,443.0,1294.0,96.0,185665.0,143.5,1776130.0,2595.0,1866.0,1634138.0,2973.0,5609.0,669591.5,1809.0,3232.0,352182.5,2634.0,3028.5,665.0,986.0,11407.0,73.52,855002.5,922613.5,44727.5,29392.5,15683401.5,14945.0,-7050.0,1850.0,0.05201831044527674,0.05825357438260664,0.18235251953265
213,4135924.0,7177.5,7793.0,3039650.5,4326.5,6690.5,836270.5,2474.0,5302.5,761567.5,3493.5,4784.0,637.0,470420.0,469.5,2421.5,285680.0,469.5,1321.5,101.0,185461.0,147.0,1774476.5,2643.0,1855.5,1638528.0,2903.0,6030.5,671225.5,1752.0,3130.5,353481.5,2565.0,3583.0,738.0,988.0,11685.0,72.635,850163.0,916731.0,46145.5,29501.0,15674753.0,15963.0,-7989.0,1803.0,0.07035018480235544,0.09973646868031624,0.18274883438070139
214,4151180.5,7026.5,7604.5,3041308.0,3560.5,6812.5,843345.5,2480.5,5664.5,764408.0,3778.5,4789.5,578.0,471700.0,483.5,2410.0,285680.0,483.5,1336.5,98.5,185241.5,148.5,1774006.5,2660.5,1967.5,1639628.0,3220.0,6113.5,673810.0,1952.0,3270.5,352015.0,2496.5,3521.0,855.0,984.0,10708.0,73.82499999999999,845809.0,911316.5,46197.5,29509.0,15666984.0,14824.0,-8498.0,2077.0,0.05088377075522228,0.058858537165982265,0.1475583864118896
215,4164683.0,6896.5,7823.0,3039910.0,5132.0,6899.0,845298.0,2485.5,5019.5,765955.0,3483.5,4868.0,522.5,472450.0,477.0,2710.5,285930.0,477.0,1343.5,114.5,185069.5,144.5,1772240.5,2739.5,1982.0,1640179.0,3170.5,6192.0,677446.0,1934.0,3051.0,355237.0,2632.5,3469.0,728.0,984.0,9980.0,73.58,838961.5,906943.5,46074.0,31092.0,15667467.5,12987.0,-11409.0,1962.0,0.043369019008083896,0.10418110418110418,0.12629949126299492
216,4164407.0,7173.0,7445.0,3036736.0,5075.5,7230.0,847307.5,2510.0,5503.5,768702.0,3909.0,4880.0,480.0,472925.0,467.5,2364.0,285680.0,467.5,1324.5,92.0,184834.5,165.0,1770506.5,2758.5,1937.0,1643482.0,3232.5,5840.5,680839.5,1940.0,3117.0,358824.0,2864.5,3686.5,659.0,979.0,9557.0,73.47,832651.0,900638.5,46358.0,32374.0,15655411.0,12589.0,-11882.0,1868.0,0.06562875998104058,0.07014862644710197,0.11514027098442683
217,4167921.5,7300.5,7466.0,3035340.0,5604.0,6688.5,851776.5,2576.5,5359.0,772758.0,4082.0,4657.0,443.5,473120.0,477.5,2384.5,285115.0,477.5,1321.5,93.5,184553.5,165.0,1769980.5,2590.5,2058.5,1644583.5,3120.0,6567.0,682590.5,2061.5,3669.5,362619.5,2958.5,3584.5,826.0,982.0,9460.0,73.2,825961.0,895916.5,46444.5,31883.5,15645595.0,11038.0,-12317.0,1895.0,0.05399528900163073,0.08896539228121036,0.11281489594742607
218,4173996.0,7552.5,7242.5,3032881.0,5573.0,6510.5,848944.5,2606.5,5589.5,774676.5,4204.0,4936.5,430.0,473265.0,477.5,2668.0,285835.0,477.5,1322.0,102.0,184303.0,159.5,1768666.0,2625.0,1961.5,1645135.5,3349.0,7187.0,683373.5,1877.5,3458.5,362624.0,2968.0,3688.5,809.0,983.0,9421.0,73.10499999999999,817925.0,890195.0,43794.0,32548.0,15629748.5,11381.0,-14333.0,1774.0,0.049189189189189186,0.09422170945101432,0.12348591100344256
219,4181091.5,7890.0,7636.0,3027229.0,5665.0,7342.0,857401.5,2570.5,5507.0,768552.0,4063.0,4697.5,447.0,473250.0,483.0,2794.0,285465.0,483.0,1295.5,102.5,184053.0,159.5,1768233.5,2770.0,2266.0,1646239.5,3326.5,7145.0,686600.0,2011.5,3726.5,359575.0,2947.0,3708.5,612.0,983.0,11241.0,75.84,811244.5,885864.0,46296.505000000005,31546.5,15619195.0,13806.0,-12411.0,1864.0,0.05916608432331703,0.10056265984654732,0.1247829861111111
220,4172472.5,7716.0,7082.0,3023329.5,5678.5,7253.5,865937.0,2532.5,5488.0,769303.0,4251.5,4863.0,440.0,473110.0,494.0,2724.0,285685.0,494.0,1296.5,75.5,183756.5,160.5,1770413.5,2592.5,2238.5,1651762.5,3150.5,7087.5,691381.5,2023.5,4015.0,366608.0,2992.0,3579.5,412.0,985.0,12303.0,76.84,806229.5,879809.5,47812.0,31810.5,15607108.0,14839.0,-12550.0,1814.0,0.04549128276180579,0.06698564593301436,0.10254525406597445
221,4166843.5,7984.5,7244.5,3023014.5,5201.5,6403.5,866628.0,2482.5,5599.5,770504.0,4400.0,4634.0,417.5,472900.0,505.0,2706.5,286435.0,505.0,1297.5,75.0,183428.5,162.0,1771512.5,2929.0,2133.0,1651762.0,3237.0,6936.5,695995.5,2017.0,3560.0,371091.5,2974.5,3925.0,495.0,954.0,13504.0,76.85,799760.0,878313.5,47225.5,30322.0,15602686.5,15316.0,-14904.0,1562.0,0.0398096062310688,0.07440657334144857,0.15728179396642508
222,4167109.5,8127.0,7289.5,3030915.5,5286.5,5978.0,867344.5,2386.0,5047.5,774308.5,3843.5,4765.5,399.5,472885.0,511.5,2930.0,286935.0,511.5,1299.0,65.5,183069.5,166.0,1774361.0,2829.0,2155.0,1651762.0,3489.0,6942.0,700808.0,1946.0,3425.5,375592.5,2998.5,4118.0,738.0,983.0,13844.0,76.29499999999999,793350.5,875643.0,45874.5,31695.5,15598968.0,16061.0,-13871.0,1654.0,0.04524686809137804,0.05749534450651769,0.13803623684702074
223,4167105.0,8108.5,7117.5,3036194.5,5785.5,5504.0,868108.0,2377.5,4971.0,779963.0,4069.5,4562.5,383.5,472730.0,511.5,2575.5,287185.0,511.5,1324.5,68.0,182695.5,166.5,1774137.0,2662.5,2292.5,1653422.0,2797.5,6556.0,704712.5,1911.5,3344.5,380511.5,2645.0,4197.0,853.0,982.0,13413.0,75.85499999999999,786762.5,870204.0,42609.0,31917.0,15595505.0,16944.0,-14674.0,1760.0,0.0552168611740115,0.0700577869729614,0.14860526503531427
224,4168372.0,8266.5,6861.5,3044038.5,5195.5,6295.5,878275.0,2326.0,5066.0,785554.5,4037.0,4635.0,367.0,474260.0,510.5,2650.0,287560.0,510.5,1134.0,60.5,182353.5,163.5,1774071.5,2913.5,2167.0,1656192.0,2837.5,6888.5,706358.0,1694.0,3150.0,384697.5,2727.5,4008.0,713.0,980.0,11475.0,75.32,780474.0,866366.5,41242.5,31594.5,15577027.5,15332.0,-14099.0,1972.0,0.061420345489443376,0.05970239535446407,0.15303653520445198
225,4171335.5,8448.5,6704.0,3050206.0,5788.5,5344.5,879379.0,2329.0,5116.0,789833.0,3760.5,4394.5,364.5,475305.0,506.0,2627.0,287810.0,506.0,1132.5,79.0,182027.0,163.5,1774168.0,2799.5,2109.0,1656747.0,3198.5,6674.5,707544.0,1833.5,3336.0,388388.0,2397.5,3747.5,710.0,980.0,11683.0,74.46000000000001,775460.0,857061.5,41054.5,30889.5,15578702.0,14569.0,-15462.0,1980.0,0.0704921408470039,0.07469512195121951,0.1621808143547274
226,4176701.0,8701.0,6800.0,3048785.5,5465.5,5364.0,880029.5,2327.0,5196.5,794015.5,3507.0,4379.5,345.5,473765.0,503.5,2588.5,283405.0,503.5,1119.5,53.0,181716.5,162.0,1774088.5,2521.0,2202.5,1658092.5,3267.5,6589.0,709319.5,1745.5,3647.5,390757.0,2846.5,3740.5,1062.0,1002.0,11274.0,74.655,772999.5,849638.5,42644.5,31909.5,15571215.5,14492.0,-14112.0,2080.0,0.05761663856098932,0.07981412033262678,0.1695744333931192
227,4182361.0,8880.5,6733.5,3047737.0,5221.5,5878.0,880744.0,2326.0,5037.0,797082.0,3420.5,4733.0,332.5,479348.5,515.0,2699.5,288315.0,515.0,991.0,60.5,181421.5,163.0,1779504.5,2611.5,2228.5,1666191.5,3171.0,6602.0,714056.0,1718.5,3876.0,393523.0,2997.0,3747.5,571.0,1003.0,11137.0,73.28999999999999,766539.5,842949.5,43575.0,32202.5,15585604.5,13284.0,-13815.0,1793.0,0.04056286563915181,0.07792345665905834,0.14591332967635764
228,4186470.0,8430.5,7092.0,3045131.5,5363.0,5839.5,880564.0,2339.5,4979.0,799789.0,3244.0,5059.5,311.5,479707.5,513.0,2636.0,288345.0,513.0,1279.5,56.0,181158.5,160.0,1783042.5,2644.5,2191.0,1667874.0,3227.5,6589.0,720917.0,1673.5,3932.0,397819.5,2866.5,3733.5,229.0,911.0,10045.0,73.785,758882.5,834968.5,47008.0,31099.0,15594660.0,12077.0,-13781.0,1543.0,0.030505243088655862,0.07649500094321826,0.13018898400904538
229,4188294.0,8342.5,7550.0,3038336.0,5143.0,6085.5,880407.0,2326.0,5359.5,801219.0,3001.0,5007.5,288.5,480155.5,516.0,2640.5,289410.0,516.0,1281.0,66.5,180864.0,160.0,1784010.0,2610.0,2107.5,1668995.0,2804.5,7041.0,721261.0,1706.5,3692.0,403575.5,2805.5,3992.5,369.0,902.0,10036.0,74.245,749928.5,830689.0,45803.0,32023.5,15635954.5,12061.0,-14135.0,1540.0,0.03139356814701378,0.07673983324825591,0.12856006364359587
230,4186293.0,8160.5,7375.0,3035030.0,5183.5,6009.0,879711.0,2324.5,5394.5,801874.0,3109.5,5814.0,307.0,480250.5,516.5,2881.5,289065.0,516.5,1204.5,50.0,180523.5,170.0,1783258.0,2520.5,2402.0,1670117.0,2826.5,7391.5,722259.0,1673.5,3817.0,410064.0,2773.0,3698.0,496.0,897.0,9727.0,75.045,742064.0,825203.0,51004.5,30174.5,15651743.5,12668.0,-13372.0,983.0,0.03427195257502779,0.07049115913555992,0.10287373891776215
231,4185575.5,9008.5,7601.5,3028864.5,4938.5,4789.0,880699.0,2348.5,4893.5,804055.0,3046.5,5157.0,311.5,486871.5,523.5,2858.5,291275.0,523.5,1295.0,48.5,180184.0,169.0,1785505.5,2528.5,2305.0,1670117.0,2882.0,7506.5,725044.5,1675.5,3655.5,419013.0,2941.5,3459.5,551.0,910.0,9987.0,74.715,734985.5,818896.0,48920.0,30035.0,15667846.0,12446.0,-15010.0,1488.0,0.043869516310461196,0.07017696044413602,0.0843824430078258
232,4180779.0,9012.5,7771.0,3022289.0,4568.5,4825.5,882948.0,2401.0,4797.0,808085.0,2934.5,5359.0,322.0,488545.0,535.5,2880.5,291240.0,535.5,1327.5,61.0,179829.0,160.5,1791472.0,2542.5,2380.0,1669559.0,2721.5,7036.0,731401.5,1621.5,3815.5,423319.5,2963.0,3404.5,827.0,895.0,9869.0,75.94999999999999,727443.0,814422.5,44673.505000000005,30710.5,15673311.5,12827.0,-11979.0,1949.0,0.06414300736067298,0.06982714359062125,0.10317628374801482
233,4176696.0,8965.5,6200.0,3019748.0,4856.0,4471.5,884187.0,2361.0,4344.5,812252.0,3201.0,4569.0,295.5,492315.0,532.5,2232.0,292155.0,532.5,1313.5,52.0,179474.5,153.0,1796642.5,2313.0,2281.5,1669559.0,2816.0,6885.0,737915.5,1577.5,3287.5,429837.5,3122.0,3703.0,753.0,860.0,9915.0,76.58500000000001,718386.0,808899.5,37645.005000000005,31660.5,15669990.5,12869.0,-13045.0,1534.0,0.057358318098720294,0.059109099258676114,0.12570115924995992
234,4171616.5,8846.0,7288.5,3020634.5,5590.0,4317.0,891413.0,2389.0,3540.0,817471.5,3096.5,4337.5,257.5,493880.0,531.5,1987.0,294745.0,531.5,1338.5,42.0,179105.0,156.0,1801110.5,2396.0,2336.0,1670117.0,2596.5,6104.0,743311.5,1565.0,3046.0,431223.0,3390.5,3632.0,812.0,858.0,9576.0,76.16499999999999,711968.5,802875.5,37250.0,31325.5,15664793.0,12854.0,-13101.0,1713.0,0.0420777255964951,0.05553500986193294,0.1141185076810534
235,4165260.5,8904.5,5868.0,3020161.5,5565.5,3879.5,891077.0,2370.0,3943.0,821246.5,3021.5,4370.0,243.0,494850.0,522.5,1817.0,296910.0,522.5,1321.0,59.5,178705.0,165.5,1804765.0,2389.5,2017.0,1670117.0,2711.0,5849.0,744059.0,1588.5,2703.5,432347.5,3291.5,3403.5,656.0,859.0,11270.0,77.375,702009.0,800589.5,34806.0,31683.0,15660584.0,13364.0,-14347.0,1446.0,0.03602651551541935,0.06108214261529085,0.11384378902872515
236,4159615.0,8582.0,5592.0,3014157.5,5819.5,3629.0,890758.5,2343.0,3504.0,821929.0,2839.0,4225.5,227.5,495885.0,515.5,1986.5,298185.0,515.5,1290.5,59.0,178321.0,173.5,1809180.0,2272.5,1889.5,1670676.0,2502.5,4898.0,744976.0,1680.5,2482.0,432524.5,3265.0,3605.0,734.0,906.0,11642.0,78.32,694304.5,798019.5,32452.5,31009.5,15659324.0,14012.0,-14425.0,1748.0,0.04380572631112588,0.07001626294616109,0.12901713979646492
237,4152578.0,9126.5,5765.5,3011971.5,5442.5,3922.0,892240.0,2317.0,3498.0,821489.5,3094.5,3911.0,221.0,496540.0,512.0,1615.0,298090.0,512.0,1293.5,57.0,177967.5,172.5,1808191.0,2391.0,1944.5,1674586.0,2366.0,4896.0,745589.5,1686.0,2367.0,430322.0,3454.0,3570.0,646.0,902.0,11049.0,78.695,688046.0,790216.5,30318.0,30575.5,15659836.0,12590.0,-13636.0,1541.0,0.05075456711675933,0.07164416203335981,0.14562652182056565
238,4146248.0,9262.0,5306.0,3009017.5,5322.5,3472.5,893902.0,2273.5,3644.0,821274.0,3296.0,3628.5,208.0,495915.5,577.5,2283.0,297485.0,577.5,1328.0,63.5,177629.5,168.5,1804658.0,2524.5,1992.0,1680181.0,2419.0,5048.5,747318.5,1589.5,2606.0,426072.0,3518.0,3668.0,605.0,915.0,9709.0,78.81,680219.0,782060.0,31015.0,30291.0,15652773.0,11221.0,-12047.0,1548.0,0.04939221418679797,0.07704700530705079,0.1441797381766718
239,4141756.5,9156.5,6137.5,3006708.0,4244.0,3074.5,894876.0,2302.0,3383.5,822138.0,3359.5,3688.0,191.5,494978.5,577.5,2360.0,296850.0,577.5,1295.0,46.5,177094.5,185.5,1800656.0,2382.0,1784.0,1686933.0,2568.5,5171.5,748914.0,1604.5,2623.0,421264.0,3707.5,3468.0,725.0,903.0,9432.0,78.885,671810.5,775494.5,33512.0,30713.0,15650839.5,10969.0,-13516.0,1553.0,0.04938704028021016,0.08953891918691126,0.1401221624578357
240,4136291.0,9228.0,5549.0,3002568.0,4397.5,3665.0,894761.5,2314.5,3358.5,822589.5,3342.5,3849.0,182.0,494008.0,585.5,2174.0,299145.0,585.5,1294.5,53.0,176848.5,180.5,1796402.5,2385.5,1753.0,1691444.0,2236.0,5870.5,749724.5,1632.5,2540.0,417888.5,3792.0,3606.0,742.0,813.0,9502.0,78.485,664128.0,767468.5,36623.0,30253.5,15642972.0,11055.0,-12536.0,1553.0,0.05858901022707575,0.07523598001110494,0.15607264472190693
241,4129143.5,9377.0,5583.0,3003859.0,4596.5,3577.5,895154.0,2327.0,3348.0,824286.5,3184.5,3607.5,181.5,493035.5,583.5,2300.0,299410.0,583.5,1303.0,36.5,176527.5,184.5,1793090.0,2448.0,1835.0,1699899.5,2325.0,6037.0,749661.0,1623.0,2964.5,418357.0,3673.5,4075.0,902.0,903.0,9778.0,78.165,655711.0,761114.0,36960.505000000005,31479.5,15635904.5,11330.0,-14447.0,1630.0,0.05525078369905956,0.10101801096319499,0.17917975855796262
242,4122276.5,9120.5,5463.5,3003718.0,4554.0,3333.5,898810.0,2288.5,2970.0,824122.5,3329.5,3223.0,163.0,492947.5,579.0,2277.5,299470.0,579.0,1313.0,35.0,176252.0,189.5,1788645.5,2380.0,2212.0,1705564.0,2335.0,6065.5,751906.0,1573.5,3075.5,419991.5,3682.5,4278.0,742.0,905.0,9263.0,77.145,645872.5,754058.0,36815.0,30329.5,15643022.5,11042.0,-15077.0,1549.0,0.05970846570734442,0.07475238273219958,0.1481909605825916
243,4112495.5,9121.5,4982.0,3002459.0,4921.5,3093.0,898041.5,2175.5,3040.0,824845.5,3585.5,3371.0,152.5,492737.5,547.5,2173.0,299690.0,547.5,1323.0,36.0,175810.5,196.0,1785704.0,2281.0,2246.0,1710685.0,2496.5,6578.5,756247.5,1645.0,3199.5,419684.5,3759.0,4364.5,1311.0,908.0,9187.0,77.07,637059.5,747766.5,35961.505000000005,29322.0,15663596.5,10696.0,-14450.0,2287.0,0.09474603715697971,0.1435773783428321,0.199900174694285
244,4103289.5,9184.0,5839.0,2999626.0,5095.5,3343.0,900692.0,2076.0,2938.0,825000.5,3647.0,3692.0,143.0,493617.0,533.0,1808.5,299785.0,533.0,1307.5,28.5,175732.5,191.0,1783071.0,2230.0,2244.5,1716345.0,2184.0,6500.5,759670.5,1709.0,3057.0,420257.5,4219.0,4563.5,1481.0,915.0,8959.0,78.76,631822.0,745094.0,35080.0,31588.5,15672758.5,10851.0,-15184.0,3234.0,0.11966952106372908,0.08284950695788407,0.20357365099119923
245,4096454.0,9101.5,6536.5,2995900.0,5020.5,3512.5,902988.5,2013.5,2828.0,824640.0,3512.0,3555.5,136.0,495654.0,522.5,1724.5,301145.0,522.5,1311.5,51.5,175080.0,182.0,1778225.0,2172.5,2136.5,1722032.0,2318.0,5347.5,759028.0,1701.0,2836.5,422838.0,4523.0,4284.0,1481.0,918.0,8505.0,79.15,625411.0,742855.5,33335.5,32091.5,15688797.5,10799.0,-14638.0,2675.0,0.11226383997501778,0.11410494163848588,0.2136492066941969
246,4088238.0,9220.0,5695.5,2986441.5,5870.0,3120.5,903486.0,1918.5,2501.5,824799.5,3649.0,3438.0,130.5,496489.0,544.5,1896.0,301655.0,544.5,1291.0,40.5,174761.0,178.0,1775135.5,2080.5,2054.5,1727757.5,2242.5,5833.0,759377.5,1729.5,2512.5,426527.0,4338.5,4489.0,1123.0,1600.0,7355.0,79.41499999999999,618147.0,739370.0,34258.0,30913.5,15711704.0,9143.0,-15556.0,2535.0,0.1063108388931423,0.12448559670781893,0.21144881596121573
247,4080878.0,9559.5,5738.0,2980142.0,5782.0,3581.5,903430.5,1880.0,2663.5,825582.5,3454.5,3602.5,124.0,497202.5,545.0,1932.5,301780.0,545.0,1252.5,49.0,174487.0,172.0,1771079.5,2163.5,2026.0,1727765.5,2187.0,5803.5,760552.5,1804.0,2488.0,429277.0,3987.5,3793.5,729.0,1598.0,7220.0,79.775,610922.0,737120.0,34449.5,31534.5,15739001.0,9518.0,-16917.0,3007.0,0.0846493265211333,0.13050929548079432,0.20561056105610562
248,4073659.0,9249.5,4788.0,2976727.5,5978.5,3192.5,903398.0,1889.0,2753.0,826879.0,3088.5,3415.0,136.0,497882.0,605.0,1929.0,302895.0,605.0,1244.0,28.5,174032.0,174.0,1767845.5,2205.0,2309.0,1731193.5,2305.5,6469.5,762341.5,1592.0,2494.5,430872.5,4151.5,3683.0,954.0,1597.0,7308.0,79.775,603970.0,732139.0,34088.0,31772.0,15786046.0,10192.0,-15749.0,3149.0,0.08336246067808459,0.12755379758319121,0.20505344995140914
249,4063268.0,9300.0,4949.5,2968995.0,5695.5,3118.0,902771.5,1903.0,2405.0,831696.5,3152.5,3458.0,139.0,500161.5,580.5,1693.5,303020.0,580.5,1269.5,35.5,173653.5,170.5,1764157.0,2297.0,1962.0,1736921.5,2350.5,6094.0,766312.0,1671.0,2340.0,432867.5,4000.0,3844.5,1118.0,1591.0,7508.0,79.775,596409.5,729381.5,31516.5,31953.0,15820676.0,11283.0,-15314.0,3767.0,0.09475379269429612,0.11682772409196934,0.20465848056856611
250,4057193.5,9116.0,5293.5,2960637.0,5204.5,3080.0,901722.0,1882.5,2223.0,834087.0,3216.0,3071.5,120.0,502991.5,581.5,1586.0,303800.0,581.5,1263.5,40.0,173260.0,182.5,1761391.0,2186.5,1767.5,1741526.5,2476.0,5121.0,769621.0,1774.5,2378.5,434253.0,4070.0,3722.5,1078.0,2212.0,7260.0,79.775,587529.0,729391.0,27560.5,31638.0,15857207.5,11027.0,-13527.0,3745.0,0.10035502958579881,0.09059543683917641,0.21297580520881493
251,4049057.5,8937.5,4694.0,2951683.0,5802.5,2907.5,901378.0,1874.5,1931.5,835443.0,3087.0,2517.0,119.5,506088.5,535.0,1447.0,306480.0,535.0,1278.5,21.0,172927.0,183.0,1757810.0,2115.0,1727.0,1745571.0,2496.0,5381.5,772434.0,1631.5,2358.0,433741.0,4093.5,3958.0,749.0,2470.0,7487.0,79.775,579413.5,725857.0,28903.0,32568.0,15881072.5,11374.0,-15001.0,3953.0,0.09462132329483826,0.1044988864142539,0.21076455870275226
252,4042307.0,9039.0,5030.0,2942134.0,5675.5,3041.0,899906.5,1879.5,1881.5,838265.0,3087.5,3100.5,107.5,507719.5,495.0,1117.5,308745.0,495.0,1228.5,29.0,172489.5,181.0,1754029.0,2359.5,1720.0,1747888.5,2338.0,5063.0,770851.0,1799.0,2080.5,434384.5,4125.0,3817.0,866.0,2464.0,7519.0,79.775,569273.5,719937.5,28368.505,31450.5,15893201.5,11540.0,-13650.0,4016.0,0.10544790113958744,0.09129559185500112,0.2227249874308698
253,4034455.5,9331.5,5042.0,2931940.5,5921.5,2497.0,897567.5,1933.0,1609.0,842045.5,3415.5,2404.5,106.0,509473.0,548.0,1164.0,310530.0,548.0,1146.0,32.0,172052.5,177.5,1751428.0,2236.5,1608.0,1749026.5,2275.0,4543.0,768791.5,1728.5,1913.5,433069.0,4228.0,3616.0,1552.0,1737.0,7193.0,79.275,559296.0,717012.0,25300.5,32169.0,15858183.0,10527.0,-15844.0,4010.0,0.11219621529890174,0.09024775097850365,0.2096954948608754
254,4024562.5,9368.0,5107.0,2920740.5,5660.0,2679.0,896617.0,1972.5,1697.5,847834.0,3505.0,2665.0,101.5,511006.0,551.5,1000.0,312130.0,551.5,1138.0,33.5,171615.5,179.5,1748571.0,2206.0,1635.0,1753064.0,2223.5,4805.0,766797.0,1658.0,1762.0,430376.5,4173.0,3493.0,1552.0,1613.0,7069.0,79.615,550477.0,714159.0,23269.505,30840.5,15826558.5,10925.0,-14405.0,3931.0,0.11505042398017937,0.0807899461400359,0.20621703214676707
255,4013436.0,9599.5,5273.0,2914688.0,5666.0,2793.5,893091.5,1963.5,1474.0,855568.0,3555.5,2827.0,95.5,513163.5,601.0,982.5,313960.0,601.0,1081.0,22.5,171224.5,192.0,1745459.5,2067.0,1485.0,1756542.0,2232.5,3909.5,764635.5,1788.5,1679.0,427599.0,4132.5,3459.0,1553.0,2463.0,6990.0,79.615,541851.5,713025.5,22678.5,32932.0,15794131.0,10669.0,-15402.0,3679.0,0.12225004300540912,0.09377478191911182,0.21008458895056834
256,3999464.0,10156.0,4428.5,2902072.0,5551.5,2819.0,890620.5,1950.5,1304.0,861460.0,3450.0,2428.5,92.5,516338.5,586.5,869.0,316845.0,586.5,943.0,32.5,170699.0,203.5,1743061.0,2179.0,1486.5,1755386.0,2302.5,4239.0,762573.5,1750.5,1665.5,430109.5,4202.0,3754.5,1387.0,2467.0,6715.0,79.41499999999999,531213.5,711789.0,22460.5,34129.5,15757620.0,10249.0,-15314.0,3854.0,0.136636784553246,0.0916342168069338,0.23298999288196626
257,3985810.5,10181.0,4821.5,2891548.0,5484.5,2335.0,887942.0,1944.5,1398.0,867232.0,3559.5,2163.5,90.0,519758.0,587.0,990.5,321935.0,587.0,920.5,28.5,170264.5,203.5,1740823.5,2088.5,1424.0,1754812.0,2408.0,3971.0,760366.5,1680.0,1647.5,435268.0,4217.5,3371.5,1486.0,1250.0,7416.0,79.41499999999999,520683.0,702904.5,20228.0,32693.5,15725706.5,10745.0,-15644.0,3224.0,0.12425426866899815,0.10445564590308694,0.23920265780730898
258,3971088.5,9451.5,4082.5,2882243.5,5523.5,2569.0,885302.5,1957.5,1282.0,870052.5,3916.0,2223.0,84.0,522640.0,552.5,940.0,326850.0,552.5,957.5,31.5,170380.5,209.0,1737570.5,2175.0,1210.5,1754812.0,2396.0,3816.5,757625.5,1806.0,1601.0,437884.5,4072.5,3622.0,1006.0,912.0,7332.0,79.615,508927.5,688730.0,20556.005,33839.0,15685733.0,10233.0,-16674.0,3142.0,0.11808406647116325,0.08792974188711578,0.1942327576302991
259,3956542.0,9984.0,4499.5,2870519.0,6381.0,2350.5,883438.0,1966.5,1289.0,870546.0,3754.0,2213.0,81.0,524425.0,546.5,827.5,329485.0,546.5,957.5,27.0,169352.0,218.5,1734670.5,2033.0,1229.5,1754812.0,2616.0,3991.5,755006.5,1791.0,1381.5,438706.5,4377.0,3425.0,961.0,1585.0,7259.0,79.775,498164.5,675443.0,20298.0,36156.5,15643940.5,10475.0,-17467.0,3216.0,0.1144462213474392,0.12214697767745172,0.24199220606406235
260,3940528.0,9894.0,4693.0,2858626.0,5680.5,2271.0,881802.5,1962.0,1171.0,871091.0,3841.5,2089.5,78.5,525705.0,557.5,771.5,330830.0,557.5,845.5,31.5,169557.0,212.5,1731982.0,2097.5,1363.0,1755964.0,2588.5,3511.0,752394.0,1762.0,1416.0,438862.0,4462.5,3166.5,818.0,1601.0,7279.0,79.775,487717.0,664216.0,19625.0,36702.5,15608126.5,10588.0,-17590.0,3309.0,0.09667093469910372,0.11353026400515132,0.2108633016753815
261,3926605.0,9864.0,4450.0,2848603.0,5980.0,2702.0,880217.0,1987.5,1102.0,870837.5,3864.5,1957.0,76.5,526900.0,559.5,768.5,331765.0,559.5,733.5,32.0,169198.0,207.5,1728338.0,2370.5,1371.5,1757701.0,2497.5,3821.0,749425.0,1787.0,1407.0,438019.5,4472.5,3298.0,1107.0,1605.0,7201.0,79.775,477274.5,654087.0,20204.0,34998.0,15569599.5,10821.0,-17753.0,2481.0,0.1214881474978051,0.12374171372452737,0.21428571428571427
